utterance,empathy,distance,similarity,grammatical_errors
"I am in tune with your emotions, and we will understand how to overcome them. Do you say that you have a certain negative attitude towards your childhood self and betray your childhood self in a bad way?",2.0,23,0.8747482895851135,0
"Bryant, I'm glad to hear it. But my job is to teach people how to manage negative emotions better. Are you interested in understanding the negative emotions you have had in the past?",2.0,30,0.7885246276855469,0
"I know that it can be difficult to overcome these difficult emotions. For your situation, I have developed some useful tips that can help you cope with these negative emotions.",2.0,18,0.948361873626709,0
"How do you feel after that, do you feel better or worse? I really hope the king helped you, but feel free to tell me if that is not the case.",2.0,15,0.5344337224960327,0
I am glad that Cole was able to help. Would you like to pursue another offer?,2.0,7,0.463152676820755,0
"It is sad to hear that you feel worse. I have other suggestions that could help, if you like.",2.0,6,0.8957325220108032,0
"I apologize for the fact that, given what you have told me, I have been unable to identify any protective mechanism.",2.0,21,0.6720391511917114,0
"Thank you, I see. I know it can be difficult for you to discuss, but your information was very useful.",2.0,16,0.6348594427108765,0
"Thank you for sharing, it helps me understand what you went through. Do you think your childhood was very friendly?",2.0,12,0.8218230605125427,0
"Thank you, I know it's not always easy, but anything you can tell me will help me understand your situation better.",2.0,29,0.5897451639175415,0
"Great, thank you for your answer. I wish I could understand your emotions better and reach out to you. Did you behave like a child towards you? The more I understand, the more I can support you.",2.0,21,0.8064572811126709,0
Great thing! Thank you for your trust so far. Can I know if this negative emotion was caused by someone else?,2.0,5,0.9710190296173096,0
"I understand. Thank you for being open with me. From childhood, your ""self"" felt, but was not expressed in relation to {}. I would like to ask whether your ""self"" ever expressed it in relation to any other people?",2.0,19,0.8825845718383789,0
"I appreciate that you share this with me. I hope you don't mind me asking if your childhood was experiencing some serious illness or bad things, such as physical or mental abuse, when they were small? I understand that thinking about difficult events can sometimes be uncomfortable, but I will help you cope with difficult emotions and give you some advice later.",2.0,17,0.9521256685256958,1
"My impression is that you are today, is that true? Please correct me if I am wrong.",1.0,15,0.785927414894104,0
"Please give me a bit of help to make sure that I really understand you can choose from this list of emotions the one that best describes how you feel: If so, please let me know by selecting it:",2.0,19,0.8921095132827759,0
"Thank you for sharing this with me, I understand that it can be difficult. I would like to ask you if your childhood feels depressed or feels like a failure from time to time.",2.0,3,0.9723843336105348,0
"I'm very sorry to hear this. Was there something special that made you feel this way? If so, I hope it wasn't too difficult for you.",2.0,8,0.8671165704727173,0
"Sorry, it must have been hard. Was the event that caused these feelings recent, or was it in the distant past? I hope you were not too badly affected by this event.",2.0,8,0.9627820253372192,0
"I am very sorry that you are going through this. Have you tried to complete Year 9 and it has led to some bad feelings because of what has happened in the recent past? If it has happened, I hope you have not suffered too much from this exercise.",2.0,18,0.802655816078186,1
"I understand that this can be difficult. You recently tried the 10th injection and found that it causes uncontrollable emotions as a result of old events? If it did happen, I hope you were not too badly affected by this exercise.",2.0,21,0.7844278812408447,0
"If you don't mind, I have a few more questions to help me understand the situation better.",1.0,24,0.6014149188995361,0
I am in agreement with your emotions and we will figure out how to overcome them.,1.0,27,0.494887501001358,1
"Bryant! I'm glad to hear that you are feeling great right now. I'm sorry to bother you, but my job is to help people cope better with difficult emotions. Are you interested in understanding the negative emotions you have had in the past? Can I ask you to recall a painful episode when you had difficult emotions?",2.0,14,0.8145474195480347,0
"Based on what you have told me, I have selected a few options that may be useful to you. Would you be interested in trying any of them randomly?",2.0,17,0.4661189317703247,0
"Can you tell if you feel better or worse after taking this drug? I very much hope that the drug has helped you, but feel free to tell me that this is not the case.",2.0,20,0.5751265287399292,0
I am glad that Kohl was able to help. Would you like to try something new now?,2.0,4,0.6300812363624573,0
"That's fine, not everyone feels better after the first one. What about trying another one and seeing how we deal with it?",2.0,9,0.8057014346122742,0
"I regret that, based on the information provided, I cannot find any protective mechanism in your case.",1.0,23,0.5900020003318787,0
"Thank you for that. I know it can be difficult for you to discuss, but your information has been very helpful.",2.0,18,0.559882402420044,0
Thank you so much for that. It helps me understand what you are going through.,2.0,12,0.5369543433189392,0
"Thank you, I know it's not always easy, but anything you can tell me will help me understand your situation better.",2.0,30,0.6074749231338501,0
"Thank you for your answer. I really would like to better understand your emotions and extend a hand to you. As for {}, does your childish self seem more childish or primitive?",2.0,18,0.8007948398590088,0
Thank you for your trust and patience so far. You've done a great job! Have you interacted with anyone else that caused this negative emotion?,2.0,8,0.864923357963562,0
I understand. Thank you for being open with me. Do you think your childhood-I don't bring your {to} but to another person?,2.0,13,0.7817437648773193,0
"I know that thinking about the events in which you suffered can sometimes be uncomfortable. But let me ask whether your childhood suffered some serious illness or perhaps trauma, such as physical, sexual, or psychological abuse?",2.0,26,0.7871327996253967,0
Thank you for that. Do I really think you feel {right now}? Please feel free to correct me if not.,2.0,10,0.8981174230575562,0
"My apologies. Please give me a bit of help to make sure that I really understand, you can choose from this list of emotions the one that best describes how you feel: If so, please let me know by selecting it:",2.0,7,0.9572131037712096,0
"Well, thank you for that. Can you please tell me that if your childhood - I felt depressed or wanted to be a failure from time to time.",2.0,7,0.9328722953796388,1
I'm so sorry to hear this. Was there something special that made you feel this way? Feel free to speak to me openly.,2.0,9,0.8451931476593018,0
"Sorry, it must have been hard. Was the event that triggered these feelings recent, or was it in the distant past?",2.0,14,0.8577443361282349,0
"I am very sorry that you are going through this. Let me ask you if you tried to understand better the emotions you were experiencing but it was too painful to go through this? If it did happen, I hope you did not suffer too much from this exercise.",2.0,22,0.900762677192688,1
"I understand that it can be difficult. You recently tried to move on from this past event with the number 10, and did the injury you visited again become too difficult to manage? If it did happen, I hope you did not suffer too much from this exercise.",2.0,19,0.8648286461830139,0
"I am sorry that you are offended, please bear with me while I try to investigate this further. I would like to better understand what happened by asking a few additional questions.",2.0,4,0.8292171359062195,0
I am in agreement with your emotions and we will figure out how to overcome them.,1.0,26,0.4916419982910156,1
"Bryant, I'm glad to hear it! I'm sorry to bother you, but are you interested in understanding your negative emotions that you had in the past? If that's OK, can you recall a painful episode when you had difficult emotions?",2.0,12,0.826152503490448,0
I will give you some advice on how to deal with negative emotions based on what you have told me.,1.0,22,0.8311245441436768,0
"How do you feel after taking the drug? I very much hope that the drug has helped you, but feel free to say that this is not the case.",2.0,21,0.552315890789032,0
I'm glad Cole was able to help - wouldn't it be better to try his hand at other clubs?,2.0,13,0.270553857088089,0
"It's normal, not everyone feels better after the first one.",0.0,10,0.644911527633667,0
I am sorry that I cannot find any defense mechanism based on your answers. Would you like to repeat it again for more information or to end the conversation?,2.0,12,0.8611456155776978,0
"Okay, thank you. I know it can be difficult for you to discuss, but your information has been very helpful. Can you let me know if you've ever had a real struggle with {?",2.0,10,0.7088931798934937,1
"Thanks for sharing, it helps me understand what you've been through.",1.0,11,0.6426916122436523,0
"Okay, thank you. I know it's not always easy, but anything you can tell me will help me understand your situation better.",2.0,47,0.5329728126525879,0
"If I may, was your childish self really childish or primitive to {?",1.0,24,0.655499279499054,1
"Okay, thank you for your cooperation! Let me ask if there are any other people in this event who cause you these negative emotions?",1.0,9,0.7974370718002319,0
"I understand, thank you for letting me know. I know that your childhood-I felt for myself {but did not express it}.",2.0,20,0.7818701267242432,0
"I understand that it can be very uncomfortable to reflect on difficult events of the past, but I am here to help you cope with difficult emotions.",2.0,46,0.7395828366279602,0
"Thank you for trusting me by sharing how you feel. From what you have told me, I would say that you feel {right now}, does that sound right? Please feel free to correct me if not.",2.0,8,0.804756760597229,0
"I sincerely apologize. May I ask you to choose from a list of emotions that more accurately reflect how you feel? If so, please let me know by selecting it:",2.0,13,0.7926355600357056,0
"Thank you for being so open, I am trying to figure out the best way to help and know how difficult it is to return to trauma. Would you mind my question if your childhood makes me feel depressed or feels like a failure from time to time?",2.0,13,0.915117084980011,0
"Thank you for sharing your emotions with me, I understand that it can be difficult to deal with them right now. Can you tell me if it was caused by a specific event or events that you could share? You can be open with me.",2.0,3,0.9867098927497864,0
"I am sorry to hear about this. Is there any recent event, in particular, that you could single out as the reason for it, or is it an event that happened some time ago? I hope you have not been too badly affected by this event.",2.0,18,0.8154308199882507,0
"I am very sorry that you are going through this. Let me ask you if you went through the 9th grade and found that it caused heavy emotions? If it did, I hope you did not suffer too much from this exercise.",2.0,19,0.7951827049255371,0
"Thank you for being so open, I am trying to figure out the best way to help and know how hard it is to go through a trauma. Recently you tried the Kohl 10 and may have found that it didn't work out as well as you hoped? If it did, I hope you didn't suffer too much from this exercise.",2.0,24,0.8078335523605347,0
"Thank you for sharing your feelings with me, I appreciate your trust. If all is well, I am going to ask a few questions to better understand what you are going through.",2.0,11,0.9602863788604736,0
"I agree with your emotions, and we will understand how to overcome them. Will you say that you have some negative attitude towards your childish self?",2.0,19,0.7840093374252319,0
"That's good! I'm glad to hear that you are feeling positive now. I'm sorry to bother you, but are you interested in understanding your negative emotions that you had in the past? If it's normal to continue, let me ask you to recall a painful episode when you had difficult emotions?",2.0,11,0.9769682884216307,0
"To help you cope with negative feelings, I have collected some tips on how to deal with negative feelings that you might find useful.",2.0,22,0.797866702079773,0
"How do you feel after taking this drug? I very much hope that the drug has helped you, but feel free to say that this is not the case.",2.0,18,0.5592315196990967,0
How about we try another proposal and see how we go from there?,0.0,9,0.6359535455703735,0
"That's fine, not everyone feels better after the first one. Maybe we should sit down together and try another cocktail that could do you more good?",2.0,8,0.6857620477676392,0
I am sorry that I cannot single out any defensive mechanism from what you have told me.,2.0,20,0.683373212814331,0
"Okay, thank you. I know it can be difficult for you to discuss, but your information was very useful.",2.0,15,0.664201557636261,0
"Thank you for sharing, it helps me understand what you went through. Could you tell me if you were extremely friendly as a child?",2.0,12,0.7775431871414185,0
"Okay, thank you. I know it's not always easy, but anything you can tell me will help me understand your situation better.",2.0,52,0.5300073027610779,0
Let me better understand your emotions to help you. Has your childish behavior become more childish or primitive in relation to {?,1.0,12,0.8287190198898315,1
Good job! Thank you for collaborating. Did you ever think this bad feeling had anything to do with your interaction with someone else?,2.0,9,0.719813346862793,0
"I understand, thank you for letting me know. Maybe your childhood-I feel {about} without expressing it, but will you say that your childhood-I carry my emotions on another person?",2.0,11,0.8777515888214111,0
"Thank you, I appreciate your cooperation very much. I know that it can be uncomfortable to think about difficult events that have occurred. I hope you don't mind me asking if your child entity has experienced any serious illness or trauma, for example, has your child entity ever been physically, sexually, or psychologically abused by others?",2.0,14,0.9053070545196532,0
"Thank you for being open and sharing with me. From what I can gather, do you feel {right}? Please feel free to correct me if not.",2.0,8,0.8810434341430664,0
"If so, please let me know by selecting it:",0.0,29,0.3806206583976745,0
"Thank you, I fully understand how you feel and it must be so hard.",1.0,20,0.586333155632019,0
"Can you tell me if it was caused by a specific event or events you could share? If so, I hope it wasn't too difficult for you.",1.0,21,0.7257764339447021,0
"I am sorry to hear about this. Is there any recent event, in particular, that you could single out as the reason for it, or is it an event that happened some time ago?",2.0,23,0.72461998462677,0
"Can you tell me that you recently worked on ""Coal 9,"" and it brought back some bad feelings from this recent event? If that happened, I hope you didn't suffer too much from this exercise.",2.0,18,0.6975529193878174,0
"Thank you for sharing this with me, I understand that it can be difficult. Have you tried to rethink this event by trying the 10th injection and, if so, how it was, did it bring back difficult emotions? If it did, I hope you were not too badly affected by this exercise.",2.0,21,0.8913569450378418,0
"Thank you for letting me know, I appreciate it. To understand why you feel this way, I would now like to ask you a few questions, if I may.",2.0,9,0.8833948373794556,0
I am in agreement with your emotions and we will figure out how to overcome them.,1.0,33,0.438759982585907,1
"If you are happy to continue our conversation, may I ask you to recall a time when you had difficult emotions in the past?",1.0,36,0.7934714555740356,0
"If you want more help, I have collected some helpful tips to combat negative emotions, which I hope you will find useful! Would you like to try some of them?",2.0,17,0.8682273626327515,0
"Thank you and welcome back. Now that the perch is over, do you feel different than before? I very much hope that the perch has helped you, but feel free to tell me if this is not the case.",2.0,17,0.48476442694664,1
Amazing! This is great news. Would you like to try another cocktail?,2.0,3,0.6692332625389099,0
"Not every king works for everyone, and that's fine, I would recommend not giving up and trying again. I have other suggestions that could help if you like.",2.0,3,0.4996731281280517,0
"I am sorry that I cannot single out any defensive mechanism from what you have told me. Are you willing to give me another chance to play it again, or to finish the conversation now?",2.0,13,0.8338867425918579,0
"Okay, thank you. I know it can be difficult for you to discuss, but your information was very useful.",2.0,18,0.6944199800491333,0
"Thank you for sharing, it helps me to understand what you went through. Then think carefully about it, does your childhood treat you exceptionally friendly?",2.0,10,0.9062962532043456,0
"Okay, thank you. I know it's not always easy, but anything you can tell me will help me understand your situation better.",2.0,29,0.5189049243927002,0
"Compared to other people, do you think that your childish behavior is more childish or primitive with {?}? I would very much like to understand your emotions better and reach out to you.",1.0,18,0.7672995328903198,0
"Thank you very much for your cooperation, I appreciate it very much. In my experience, this kind of bad feeling can be caused by interaction with other people.",2.0,16,0.9270278215408324,0
"Well, thank you for your answer. From what you told me, your childhood-I felt, but did not express {relative}.",2.0,26,0.6229133605957031,0
"I know that it can be uncomfortable to think about difficult events that have occurred. To understand your situation better, you wouldn't mind if I asked if your childhood suffered from some serious illness or trauma, that people subjected them to physical / sexual / psychological abuse?",2.0,28,0.8614344596862793,1
Thank you very much for your contribution. I think you feel {would} I be right to say this? Please feel free to correct me if not.,2.0,11,0.6761365532875061,0
"Sorry, I must have misunderstood the situation. How do you feel today, if you don't mind me asking, could you please select from the list below what you think is closest to your current mood? If so, please let me know by selecting it:",2.0,8,0.8648500442504883,0
I understand that this can be difficult. May I ask whether your childhood feels depressed or likes to be a failure from time to time?,2.0,7,0.9327059984207152,0
"Thank you for sharing your emotions with me, I understand that they can now be difficult to deal with. Can you tell me if it was caused by a specific event or events that you could share? Feel free to tell me openly.",2.0,9,0.979258120059967,0
"Sorry, it must have been hard. Would you say that this event happened only recently, or something from a more distant past? I hope you were not too affected by this event.",2.0,13,0.8967914581298828,0
"I am very sorry that you are going through this. Have you noticed any emotions that have arisen from the 9th grade attempt (if you have tried to do so) in connection with the recent events? If this has happened, I hope that you have not suffered too much from this exercise.",2.0,28,0.8548322916030884,0
"I am very sorry that you are going through this. Have you noticed any emotions that have arisen from attempt 10 (if you have tried to do so) because of past events? If this has happened, I hope you have not suffered too much from this exercise.",2.0,23,0.8752522468566895,0
"If all is well, I'm going to ask a few questions to better understand what you're going through.",1.0,20,0.7165511846542358,0
"Thank you very much for sharing, I appreciate it very much. I am in tune with your emotions and we will understand how to overcome them.",2.0,20,0.6648595333099365,1
"Amazing! I'm glad to hear you feel positive today. I'm sorry to bother you, and I know it's a bit strange, but are you interested in understanding your negative emotions that you had in the past? If you want to continue our conversation, let me ask you to recall a time in your past when you had difficult emotions?",2.0,21,0.9701160192489624,0
"I have some tips to help you cope better with complex events, would you like to look in at any moment?",1.0,19,0.599929690361023,0
"Thank you and welcome back. Could you tell me if you feel better or worse after taking this drug? I very much hope that the drug has helped you, but feel free to tell me if this is not the case.",2.0,11,0.6723078489303589,0
Amazing! This is great news. How about we try another one and see how we go from there?,2.0,5,0.9439897537231444,0
"Not every drug works for everyone, and that's fine, I would recommend not giving up and trying again. Maybe we should sit down and try another drug that might be more beneficial for you?",2.0,5,0.6587817072868347,0
