utterance,empathy,distance,similarity,grammatical_errors
"Thank you, I appreciate your cooperation. I really want to understand you better, so we are trying to get to the bottom of it. Has your childhood ideal ever experienced a serious illness or trauma in the past? I understand that thinking about difficult events can sometimes be uncomfortable, but I will help you deal with difficult emotions and give you some suggestions later.",2.0,12,0.97011399269104,0
"Thank you, I just want to make sure I understood correctly. It seems that you feel that way today, is that a precise enough description of what you are feeling? Please do not hesitate to correct me if not.",2.0,13,0.856778621673584,0
"I am sorry I misunderstood you. Could I ask you to choose from the list of emotions that capture your feelings more accurately? If so, please let me know by selecting it:",2.0,21,0.8227213025093079,0
I fully understand how you feel and it must be so hard. Did your childhood ideal often feel depressed or like a failure?,2.0,9,0.8842281699180603,0
"I am sorry to hear that you are feeling this way. So that I can help you better, could you tell me if a particular event has made you feel this way? Feel free to tell me this openly.",2.0,6,0.9660195112228394,0
"I am sorry, that must have been hard. Would you say that it was a recent or a distant event so that I can get a better picture? I hope you have not suffered too much from this event.",2.0,5,0.9825339913368224,0
"I am very sorry that you are going through this; have you tried protocol 9, and if so, have you had negative thoughts about the recent past that have caused you to get stuck in this event? If so, I hope that you have not suffered too much from this exercise.",2.0,21,0.9284107685089112,0
"I understand that it can be difficult. Have you noticed that because of past events, there were unbearable emotions that came out of trying protocol 10 (if you tried)? If that happened, I hope that you did not suffer too much from this exercise.",2.0,23,0.9592586755752563,0
"I am sorry that you are hurting, please bear with me while I try to investigate this further, and what I would like to do now is ask a few questions about what is going on just so that I can better understand what is going on.",2.0,11,0.9566248655319214,0
"Thank you for sharing, I really appreciate it. I am in tune with your emotion and we will understand how to overcome it. Would you say that {has} a negative attitude towards your childhood itself?",2.0,9,0.9511743783950806,1
"Wonderful! I am glad that you are feeling positive now. It may be strange given your current feelings, but it is good to learn how to overcome negative emotions. Could you please remember a sad moment in the past to move on?",2.0,13,0.9262655973434448,0
"Thank you, it is great that you were able to identify the defense mechanism. Based on what you have told me, I have selected some protocols that may be helpful to you. To help you feel better, would you like to try some of them randomly?",2.0,14,0.940214991569519,0
"Now that the Minutes are ready, do you feel different from before? I really hope that the Minutes have helped you, but do not hesitate to tell me if that is not the case.",2.0,25,0.4396137595176697,0
"I am glad that the protocol was able to help, but how about we try another and see what happens next?",2.0,11,0.8607249855995178,0
"I am sorry that you are worse off, but how about we try another one and see how it goes?",1.0,13,0.8811547756195068,0
I am sorry that I cannot see any defence mechanism in your case from the information provided. Would you like to play it again to give us more information or to end the conversation here?,2.0,13,0.9067230820655824,1
"Good, thank you. I know this may be difficult for you to discuss, but your information was very useful. Have you had a real struggle with {}?",2.0,8,0.7733432054519653,0
Thank you very much for your information. Would you mind sharing if your childhood itself were treated excessively kindly?,2.0,11,0.821302056312561,0
"Thank you, I know that it is not always easy, but everything you can tell me will help me to better understand your situation. Do you think that your childhood itself has similar emotions towards its primary caregivers and {}?",2.0,7,0.9390225410461426,0
Thank you very much for your answer. I really want to understand your emotions better and help you. Would you agree that the behaviour of your childhood itself becomes more childish?,2.0,19,0.7684224843978882,1
"Good job! Thank you for being open to me. In order to better understand your negative emotions, I would like to ask if there is anyone else involved in this event besides yourself.",2.0,13,0.845902681350708,0
"Beautiful! Thank you for your cooperation. Based on what you have said, your childhood self did not feel {expressed} to others, but is it possible that your childhood self is now expressing it to others?",2.0,12,0.935143768787384,0
"Thank you, I appreciate your cooperation. Did you yourself experience a severe illness / trauma in your childhood when people physically, sexually or psychologically abused you? I understand that thinking about difficult events can sometimes be uncomfortable, but I will help you deal with difficult emotions and give you some suggestions later.",2.0,21,0.9673630595207214,0
"Thank you for telling me that, I want to make sure that I got it right. I have the impression that you feel right, right? If not, you are welcome to correct me.",2.0,23,0.7831815481185913,0
"I am so sorry, I would like to better understand how you are doing. Can you tell me how you are doing by selecting the right emotion from the list below? If so, let me know by selecting it:",2.0,18,0.8319219350814819,0
I fully understand how you feel and it must be so hard. Have you noticed that your childhood ideal is depressed or feels like a failure from time to time?,2.0,13,0.8611477613449097,0
I am so sorry to hear this. Was there something special that made you feel this way? You can be open to me.,2.0,10,0.8226790428161621,0
"I am sorry, that must have been hard. Would you say that it was a recent or distant event so that I could get a better picture? Either way, I hope it was not too traumatic for you.",2.0,7,0.9799227714538574,0
"I am very sorry that you are going through this; have you tried protocol 9 recently and found that it has triggered uncontrollable emotions again as a result of recent events? If so, I hope that you have not suffered too much from this exercise.",2.0,20,0.8997312784194946,0
"I understand that it can be difficult. Have you tried protocol 10 and, if so, did you have negative thoughts about the past that got your mind stuck in this event? If so, I hope you have not suffered too much from this exercise.",2.0,14,0.9433456659317015,0
"I am sorry that you are hurting, please bear with me while I try to investigate this further, and in order to understand in detail why you feel this way, I would now like to ask you a few questions, if you will allow me.",2.0,18,0.9448964595794678,0
"Thank you for sharing, I really appreciate it. I am in tune with your emotions and we will understand how we can overcome them. Would you say that {has} a negative attitude to your self in childhood and treats your self in a bad way?",2.0,17,0.9435241222381592,1
"But my job is to teach people to deal better with negative emotions. Are you interested in understanding the negative emotions you have had in the past? In this case, could you please try to remember a time when you experienced difficult emotions?",2.0,15,0.9508490562438964,0
I know that it can be difficult to overcome these difficult emotions. I have come up with some useful tips for your situation that can help you deal with these negative emotions.,2.0,26,0.9523243308067322,0
"How do you feel after that, do you feel better or worse? I really hope that the Minutes have helped you, but if not, you are welcome to tell me.",2.0,24,0.6336162090301514,0
"I am glad that the Minutes were able to help, but would you like to continue with another proposal?",2.0,9,0.6426997184753418,0
"I am sorry to hear that you are worse off. I have other suggestions that could help you, if you like.",2.0,8,0.9111831188201904,0
"I apologise for not being able to identify a defence mechanism in the light of what you have told me, would you prefer to end the chat now or play it again please?",2.0,21,0.745505690574646,2
"Thank you I see. I know this may be hard for you to discuss, but your information was very useful. Have you had a real struggle with {}?",2.0,8,0.8007831573486328,0
"Thank you so much for sharing, it helps me understand what you have been through. Do you think your childhood treated yourself {in an extremely friendly way}?",2.0,10,0.9358081817626952,0
"Thank you, I know it is not always easy, but everything you can tell me will help me better understand your situation. Did your childhood ideal have feelings or attitudes similar to those they had toward their primary caregivers (such as their parents and / or relatives)?",2.0,12,0.935731053352356,0
"I really want to understand your emotions better and help you. Did your childhood itself behave more like children towards {}? The more I understand, the more I can support you.",2.0,16,0.8269846439361572,0
Thank you for your trust so far. May I know if this negative emotion was caused by someone else?,2.0,4,0.9542019963264464,0
"I understand. Thank you for being open to me. Since your childhood, your self has felt {towards} but not expressed. I would like to ask if your childhood self has ever expressed it to some other people?",2.0,15,0.9617757201194764,0
"I hope you don't mind asking me if you yourself experienced severe illness or bad things like physical or mental abuse when you were little? I understand that thinking about difficult events can sometimes be uncomfortable, but I will help you deal with difficult emotions and give you some suggestions later.",2.0,19,0.896324872970581,0
"Thank you for telling me how you feel. I have the impression that you are {today}, is that true? Please correct me if I am mistaken.",2.0,5,0.9171066284179688,0
"I am so sorry, I would like to understand better how you are doing. Please give me a little help to make sure I understand it, you can choose from this list of emotions the one that best describes what you are feeling: If so, let me know by selecting it:",2.0,17,0.9322030544281006,0
"Thank you for sharing this with me, I understand that it can be difficult. I would like to ask you if your childhood ideal is depressed or feels like a failure from time to time.",2.0,5,0.9404085278511048,0
"I am so sorry to hear this. Was there anything special that made you feel this way? If so, I hope it was not too difficult for you.",2.0,12,0.8458331823348999,0
"I am sorry, this must have been hard. Was the event that triggered these feelings recent or was it in the distant past? I hope you did not suffer too much from this event.",2.0,5,0.971331775188446,0
"I am very sorry that you are going through this; have you tried to conclude Protocol 9 and it has led to some bad feelings being reawakened because of things that have happened in the recent past? If so, I hope that you have not suffered too much from this exercise.",2.0,22,0.921608865261078,1
"I understand that it can be difficult. Have you recently tried protocol 10 and found that it has triggered uncontrollable emotions again as a result of old events? If so, I hope that you have not suffered too much from this exercise.",2.0,15,0.9045411348342896,0
"I am sorry that you are hurting, please bear with me while I try to investigate this further. If you don't mind, I have a few more questions that will help me better understand the situation.",2.0,3,0.9894800782203674,0
"Thank you for sharing, I really appreciate it. I am in tune with your emotion and we will understand how to overcome it. Do you think that {has} some negative feelings towards yourself in childhood?",2.0,10,0.9562565684318542,1
"I am sorry to disturb you, but my job is to help people deal with difficult emotions better. Are you interested in understanding the negative emotions you have had in the past? Could I kindly ask you to remember a painful episode when you had difficult emotions?",2.0,21,0.9315407872200012,0
"Emotions can be hard to overcome. Based on what you have told me, I have selected some protocols that may be helpful to you.",2.0,17,0.9184499979019164,0
"Could you tell me if you are better or worse off after taking this protocol? I really hope that the protocol has helped you, but do not hesitate to tell me if that is not the case.",2.0,16,0.8717608451843262,0
I am glad that the protocol was able to help. Would you like to try something new now?,2.0,3,0.9844722747802734,0
"That's fine, not everyone feels better after the first one. How about we try another one and see how we handle it?",2.0,6,0.8794641494750977,0
I am sorry that I cannot see any defence mechanism in your case from the information provided. Would you like to play it again to give us more information or to end the conversation here?,2.0,13,0.9067230820655824,1
"Thank you for that. I know this may be difficult for you to discuss, but your information was very useful. May I ask you if you had a real struggle with {}?",2.0,8,0.7683548331260681,0
Thank you very much for that. It helps me understand what you have been through. Was your childhood itself overly friendly to {}?,2.0,8,0.8819596767425537,0
"Thank you, I know it is not always easy, but everything you can tell me will help me better understand your situation. Did your childhood experience feel similar to any of your primary caregivers (parents or relatives who cared for most of them during childhood)?",2.0,12,0.9316160678863524,0
Thank you very much for your answer. I would really like to better understand your emotion and help you. Does your childish self-behaviour in relation to {} more childish or primitive?,2.0,21,0.8153280019760132,1
Thank you for your trust and patience to date. You did an excellent job! Did you interact with anyone in your childhood who caused this negative emotion?,2.0,12,0.9017027020454408,0
"I understand. Thank you for being open to me. Do you think that your childhood self directs your gaze not to {}, but to another person?",2.0,13,0.7729967832565308,0
"Thank you, I appreciate your cooperation. I know that reflecting on events you have suffered can sometimes be uncomfortable, but may I ask, has your childhood error been through a serious illness or perhaps trauma, such as physical, sexual or psychological abuse?",2.0,18,0.926063060760498,0
"Thank you for that. Am I right if I think you are feeling good right now? If not, you can correct me.",2.0,12,0.7944965362548828,0
"My apologies. Please give me a little help to make sure I understand that from this list of emotions you can choose the one that best describes what you are feeling: If so, please let me know by selecting them:",2.0,14,0.9468011856079102,0
"Okay, thank you for that, can you please tell me if you feel depressed or a failure from time to time in your childhood?",1.0,13,0.909799873828888,0
I am so sorry to hear this. Was there anything special that made you feel this way? Feel free to tell me this openly.,2.0,11,0.8490140438079834,0
"I am sorry, this must have been hard. Was the event that triggered these feelings recent or was it in the distant past? Either way, I hope it was not too traumatic for you.",2.0,7,0.9617227911949158,0
"I am very sorry that you are going through this. May I ask you if you have tried Protocol 9 to better understand the feelings you have felt, but it was just too painful to go through? If that happens, I hope you have not suffered too much from this exercise.",2.0,13,0.9446844458580016,0
"I understand that it can be difficult. Have you recently tried to get away from this past event with protocol 10, and has the trauma you have revisited become too difficult to deal with? If so, I hope that you have not suffered too much from this exercise.",2.0,15,0.9048888683319092,0
"I am sorry that you are hurting, please bear with me while I try to investigate this further. I would like to better understand what happened by asking some follow-up questions.",2.0,0,1.0,0
"Thank you so much for sharing, I really appreciate it. I am in tune with your emotion and we will understand how to overcome it. Do you think that {had} negative feelings towards your childhood yourself?",2.0,7,0.9738834500312804,1
"I am sorry to disturb you, but are you interested in understanding your negative emotions that you have had in the past? If it is okay to continue, can you please remember a painful episode when you had difficult emotions?",2.0,14,0.9272453784942628,0
It is not easy to overcome difficult emotions. I will give you some advice on how to deal with negative emotions based on what you have told me.,2.0,15,0.9506945610046388,0
"How are you now that you have done the Minutes? I really hope that the Minutes have helped you, but do not hesitate to tell me if that is not the case.",2.0,21,0.4891276359558105,0
"I am glad that the protocol was able to help, would it give you an even better feeling to try other protocols?",2.0,9,0.9615540504455566,0
"That's fine, not everyone feels better after the first one. Would you like to try another suggestion instead?",2.0,2,0.9368531703948976,0
"I am sorry that I cannot see any defense mechanism from your answers. Do you want to play it again to get more information or to end the conversation? Both are fine, up to you.",2.0,12,0.8878413438796997,0
"Good, thank you. I know this may be difficult for you to discuss, but your information was very useful. Can you let me know if you have ever had a real struggle with {}?",2.0,6,0.7571467161178589,0
"Thank you for sharing, it helps me understand what you have been through. Was your childhood itself overly friendly to {?}?",2.0,8,0.9052114486694336,0
"Okay, thank you. I know it's not always easy, but everything you can tell me will help me better understand your situation. I wondered if the feelings / attitudes you have about {your childhood} are similar to those of your primary caregivers (such as parents or relatives who take most of the responsibility for them during childhood)?",2.0,23,0.954203486442566,0
"Thank you for giving me your answer, I really want to help you. If I may, did your childhood itself really behave childish or primitive with regard to {}?",2.0,18,0.7537652254104614,0
Thank you very much for your cooperation! May I ask if there are other people in this event who are causing you this negative emotion as a child?,1.0,14,0.8805749416351318,0
"I understand, thank you for letting me know. I know that your childhood experience was {but} did not express it. Do you think that your childhood experience transferred your negative emotions to another person?",2.0,10,0.860969603061676,0
"I understand that thinking about difficult events from the past can be very uncomfortable, but I am here to help you deal with difficult emotions.",2.0,36,0.757901132106781,0
"Thank you for confiding in me by telling me how you feel. What you have told me, I would say that you are feeling {right now}, does that sound about right? Please do not hesitate to correct me if not.",2.0,13,0.6974467039108276,0
"I sincerely apologize. Could I ask you to choose from the following list the emotion that more accurately captures your feelings? If so, please let me know by selecting them:",2.0,12,0.8380858898162842,0
"Thank you for being so open, I'm trying to figure out how best to help and how hard it is to revisit a trauma.",2.0,25,0.666701078414917,0
"Thank you for sharing your emotions with me, I understand that it can be difficult to deal with at the moment. Can you tell me if it was caused by a particular event or events that you could share? You can be open with me.",2.0,7,0.960188627243042,0
"I am sorry to hear about this. Is there a recent event that you could isolate as the cause of it, or is it an event that happened some time ago? I hope you have not suffered too much from this event.",2.0,13,0.9599344730377196,0
"I am very sorry that you are going through this. May I ask you if you have already gone through protocol 9 and found that it has caused difficult emotions? If that has happened, I hope that you have not suffered too much from this exercise.",2.0,12,0.9624274969100952,0
"Thank you for being so open, I'm trying to figure out how best to help and how hard it is to get back to trauma. Have you recently tried protocol 10 and perhaps found that it didn't work out as you hoped it would? If it did, I hope you haven't suffered too much from this exercise.",2.0,23,0.9246482849121094,0
"Thank you for sharing your feelings with me, I appreciate your trust. If it is okay, I will ask a few questions to get a better understanding of what you are going through.",2.0,7,0.9749874472618104,0
"Thank you for sharing, I really appreciate it. I am in tune with your emotion and we will understand how to overcome it. Would you say that {has} a negative attitude towards your childhood itself?",2.0,9,0.9511743783950806,1
"I am sorry to disturb you, but are you interested in understanding your negative emotions that you have had in the past? If it is okay to continue, may I ask you to remember a painful episode when you had difficult emotions?",2.0,21,0.9038856029510498,0
"To help you deal with negative feelings, I have put together some tips on how to deal with negative feelings that could be useful to you.",2.0,26,0.7761374115943909,0
"How do you feel after taking this protocol? I really hope that the protocol has helped you, but do not hesitate to tell me if that is not the case.",2.0,15,0.8716163635253906,0
"Amazing, that is good to hear! How about we try another proposal and see how it goes?",2.0,6,0.7726460695266724,0
"That's fine, not everyone feels better after the first one. Maybe we should sit down and try another protocol that might be more beneficial to you?",2.0,2,0.9719438552856444,0
"I am sorry that I cannot see any defence mechanism from what you have told me, could you give me another chance to play him or end the conversation now?",2.0,9,0.8443006277084351,1
"Good, thank you. I know this may be difficult for you to discuss, but your information was very useful. Have you had a real struggle with {}?",2.0,8,0.7733432054519653,0
"Thank you for sharing, it helps me understand what you have been through. Could you tell me if your childhood treated yourself excessively kindly?",2.0,9,0.8880932331085205,0
"Okay, thank you. I know it is not always easy, but all you can tell me will help me to better understand your situation. Another thing I would like to ask is whether the feelings / attitudes you have about {} yourself in your childhood are somehow similar to those of your primary caregivers (such as parents or relatives who take most of the responsibility for them during childhood)?",2.0,23,0.9537340998649596,0
Thank you very much for your answer. Let me better understand your emotions to help you. Has your childlike self-behaviour become more childlike or primitive in relation to {}?,2.0,11,0.936728835105896,1
Good work! Thank you for your cooperation. Have you ever thought that this bad feeling is due to the interaction of your childhood with someone else?,2.0,7,0.9437205791473388,0
"I understand, thank you for letting me know. Perhaps, without expressing it, your childhood self feels like this, but would you say that your childhood self triggers your emotions on another person?",2.0,15,0.9353953003883362,0
"Thank you, I appreciate your cooperation. I know that it can be uncomfortable to think of difficult events that have occurred. I hope you don't mind asking me if your childhood mistake has experienced a serious illness or trauma, for example, has your childhood mistake ever been physically, sexually or psychologically abused by others?",2.0,15,0.9341309666633606,0
"Thank you for being open and sharing with me. From what I can grasp, you {feel}, is that correct? Please do not hesitate to correct me if not.",2.0,8,0.7490031123161316,0
"I am really sorry that I was so wrong. It would be really helpful if you could choose a feeling from it that really reflects how you feel. If so, let me know by selecting it:",2.0,12,0.7621577978134155,0
"Thank you, I fully understand how you feel and it must be so hard. Does your childhood ideal feel depressed or like a failure from time to time?",2.0,9,0.9395877122879028,0
"Thank you for sharing your emotions with me, I understand that it can be difficult to deal with them now. Can you tell me if they were caused by a particular event or events that you could share? If so, I hope it was not too difficult for you.",2.0,9,0.9750796556472778,0
"I am sorry to hear about this. Is there a current event that you could isolate as the cause of it, or is it an event that happened some time ago? Either way, I hope it was not too traumatic for you.",2.0,14,0.955579161643982,0
"I am very sorry that you are going through this. Can you let me know if you have been working on Protocol 9 recently and it has brought back some bad feelings from this recent event? If that has happened, I hope that you have not suffered too much from this exercise.",2.0,14,0.9618614315986632,1
"Thank you for sharing this with me, I understand that it can be difficult. Have you tried to reflect on this event by trying protocol 10, and if so, how was it, did it bring back difficult emotions? If so, I hope that you have not suffered too much from this exercise.",2.0,15,0.9521425366401672,0
"Thank you very much for letting me know, I appreciate it, and in order to understand in detail why you feel this way, I would now like to ask you a few questions, if you will allow me.",2.0,20,0.8851693868637085,0
I am in tune with your emotion and we will understand how to overcome it. I wonder if it is the case that you believe that {has} a negative attitude to your childhood itself?,2.0,16,0.886520266532898,1
"I am sorry to disturb you, but are you interested in understanding your negative emotions that you have had in the past? If you are happy to continue our conversation, may I ask you to remember a time when you had difficult emotions in the past?",2.0,21,0.8822287321090698,0
"It is not easy to deal with difficult emotions. If you want more help, I have compiled some useful tips for dealing with negative emotions that I hope you will find useful! Would you like to try some of them?",2.0,10,0.9289485812187196,0
"Thank you and welcome back. Now that the Minutes are ready, do you feel any different than before? I really hope that the Minutes have helped you, but do not hesitate to tell me if that is not the case.",2.0,18,0.530277669429779,1
This is great news. Want to try another protocol?,0.0,5,0.8198409676551819,0
"Not every protocol works for everyone, and that's fine, I would recommend not giving up and trying again.",2.0,11,0.9067951440811156,0
"I am sorry that I cannot see any defence mechanism from what you have told me, are you prepared to give me another chance to play it or to end the conversation now?",2.0,14,0.8848996162414551,1
"Good, thank you. I know it may be difficult for you to discuss this, but your information was very useful. Have you had a real struggle, small or large, with {}?",2.0,9,0.7973644137382507,0
"Thank you for sharing, it helps me understand what you have been through. Then, think well about it, does your childhood treat you excessively kindly?",2.0,10,0.8934612274169922,0
"Okay, thank you. I know it's not always easy, but everything you can tell me will help me better understand your situation. Are your childlike feelings / attitudes towards {} somehow similar to any of your primary caregivers? Maybe they look the same or have the same personalities?",2.0,14,0.9268580675125122,0
Thank you very much for your answer. Do you think that the behaviour of your childhood is rather childish or primitive compared to other people? I would like to better understand your emotions and help you.,2.0,28,0.8252933621406555,1
"Thank you very much for your cooperation, I appreciate it very much. In my experience, this kind of bad feeling can be caused by interacting with others.",2.0,17,0.9163018465042114,0
"Okay, thank you for your answer. From what you have told me, your childhood self has felt {towards} but not expressed. I wonder if your childhood self is now expressing it to some other people?",2.0,16,0.9526216983795166,0
"I know that it can be uncomfortable to think of difficult events that have occurred. In order to better understand your situation, would you mind asking me if you yourself suffered from a serious illness or trauma that physically / sexually / psychologically abused people in your childhood?",2.0,29,0.8770695924758911,0
"Thank you very much for your suggestions. I think you are comfortable, would I be right to say that? Please do not hesitate to correct me if not.",2.0,11,0.5207567811012268,0
"I'm sorry, I must have misunderstood the situation. How are you doing today if you don't mind asking me: could you please choose from the list below what comes closest to your current mood? If so, let me know by selecting it:",2.0,10,0.8247143626213074,0
I understand that it can be difficult. May I ask you if your childhood ideal is depressed from time to time or seems like a failure to you?,2.0,14,0.9160343408584596,0
"Thank you for sharing your emotions with me, I understand that it can be difficult to deal with at the moment. Can you tell me if it was caused by a particular event or events that you could share? Feel free to tell me this openly.",2.0,8,0.9595182538032532,0
"I am sorry, that must have been hard. Would you say that this event took place only recently, or do you remember something from a distant past? I hope you did not suffer too much from this event.",2.0,10,0.9545129537582396,0
"I am very sorry that you are going through this. Have you noticed that, as a result of recent events, there have been intolerable emotions arising from the attempt to use Protocol 9 (if you have tried)? If so, I hope that you have not suffered too much from this exercise.",2.0,34,0.9268823862075806,0
"I am very sorry that you are going through this. Have you noticed that, due to past events, there have been intolerable emotions arising from the attempt to protocol 10 (if you have tried)? If so, I hope that you have not suffered too much from this exercise.",2.0,30,0.940889060497284,0
"Thank you, I am sorry that you are fighting and trying to help. If it is okay, I will ask a few questions to get a better understanding of what you are going through.",2.0,12,0.7867807149887085,0
"Thank you so much for sharing, I really appreciate it. I am in tune with your emotions and we will understand how to overcome them. Do you think your childhood self has experienced some negative attitudes from you?",2.0,9,0.9561564922332764,1
"I am sorry to disturb you and I know it is a bit strange, but are you interested in understanding your negative emotions that you have had in the past? If you would like to continue our conversation, may I ask you to remember a time in your past when you had difficult emotions?",2.0,22,0.8611989617347717,0
It is not easy to overcome difficult emotions. I have a few tips to help you better deal with difficult events.,2.0,18,0.9239792823791504,0
"Thank you and welcome back. Could you tell me if you are better or worse after taking this protocol? I really hope that the protocol has helped you, but do not hesitate to tell me if that is not the case.",2.0,9,0.9060006141662598,0
This is great news. How about we try another one and see how it goes?,2.0,5,0.872516393661499,0
"Not every protocol works for everyone, and that's fine, I would recommend not giving up and trying again, perhaps we should sit down and try another protocol that might be more beneficial to you?",2.0,4,0.9845145344734192,0
